sale_date,store_id,product_id,units_sold,unit_price,promo_flag
2026-06-01,S002,P0151,4,4.19,0
2026-06-01,S002,P0154,4,4.0,0
2026-06-01,S002,P0156,4,5.8,0
2026-06-01,S002,P0157,1,9.83,0
2026-06-01,S002,P0158,5,2.72,1
2026-06-01,S002,P0162,3,2.56,0
2026-06-01,S002,P0163,3,4.27,0
2026-06-01,S002,P0169,1,5.36,0
2026-06-01,S002,P0171,4,2.11,0
2026-06-01,S002,P0176,4,7.8,0
2026-06-01,S002,P0179,1,2.39,0
2026-06-01,S002,P0180,7,3.46,0
2026-06-01,S002,P0183,3,7.79,0
2026-06-01,S002,P0185,2,5.7,0
2026-06-01,S002,P0186,5,3.71,1
2026-06-01,S002,P0193,3,4.23,0
2026-06-01,S002,P0197,3,10.83,0
2026-06-01,S002,P0199,5,3.75,0
2026-06-01,S002,P0206,3,3.93,1
2026-06-01,S002,P0208,2,6.68,0
2026-06-01,S002,P0209,3,1.29,0
2026-06-01,S002,P0212,2,4.91,0
2026-06-01,S002,P0216,2,1.54,0
2026-06-01,S002,P0219,3,2.17,0
2026-06-01,S002,P0224,2,1.68,0
2026-06-01,S002,P0225,5,4.2,1
2026-06-01,S002,P0233,2,3.8,0
2026-06-01,S002,P0245,1,4.99,0
2026-06-01,S002,P0270,2,14.45,0
2026-06-01,S002,P0277,1,16.01,0
2026-06-01,S002,P0288,1,10.28,0
2026-06-01,S002,P0292,1,9.12,0
2026-06-01,S002,P0298,1,22.1,0
2026-06-01,S003,P0001,6,9.72,0
2026-06-01,S003,P0003,3,10.01,0
2026-06-01,S003,P0005,7,6.57,0
2026-06-01,S003,P0008,11,10.79,1
2026-06-01,S003,P0014,5,3.32,0
2026-06-01,S003,P0016,3,1.09,0
2026-06-01,S003,P0024,6,10.16,0
2026-06-01,S003,P0026,6,7.41,0
2026-06-01,S003,P0036,4,12.61,0
2026-06-01,S003,P0040,4,9.39,0
2026-06-01,S003,P0042,11,12.71,0
2026-06-01,S003,P0047,1,21.0,0
2026-06-01,S003,P0049,5,5.3,0
2026-06-01,S003,P0052,10,15.91,0
2026-06-01,S003,P0062,2,10.09,0
2026-06-01,S003,P0063,8,5.09,0
2026-06-01,S003,P0068,6,11.35,0
2026-06-01,S003,P0073,16,19.39,0
2026-06-01,S003,P0074,3,15.0,0
2026-06-01,S003,P0077,7,3.73,0
2026-06-01,S003,P0078,6,13.87,0
2026-06-01,S003,P0087,11,1.21,0
2026-06-01,S003,P0090,12,19.3,0
2026-06-01,S003,P0092,4,6.96,0
2026-06-01,S003,P0097,8,0.83,0
2026-06-01,S003,P0100,8,5.55,0
2026-06-01,S003,P0118,13,5.15,0
2026-06-01,S003,P0121,21,6.98,1
2026-06-01,S003,P0124,10,2.5,0
2026-06-01,S003,P0128,14,7.8,0
2026-06-01,S003,P0134,8,8.16,0
2026-06-01,S003,P0140,10,2.89,0
2026-06-01,S003,P0145,10,2.29,0
2026-06-01,S003,P0146,6,2.2,0
2026-06-01,S003,P0150,10,9.85,0
2026-06-01,S003,P0157,5,9.83,0
2026-06-01,S003,P0160,3,2.39,0
2026-06-01,S003,P0161,9,5.88,1
2026-06-01,S003,P0163,8,4.27,0
2026-06-01,S003,P0164,5,2.37,0
2026-06-01,S003,P0165,3,3.17,0
2026-06-01,S003,P0168,2,2.2,0
2026-06-01,S003,P0171,4,2.11,0
2026-06-01,S003,P0172,4,1.26,0
2026-06-01,S003,P0173,2,4.95,0
2026-06-01,S003,P0174,1,10.68,0
2026-06-01,S003,P0177,10,6.95,1
2026-06-01,S003,P0182,7,6.1,0
2026-06-01,S003,P0184,8,3.95,0
2026-06-01,S003,P0193,4,4.23,0
2026-06-01,S003,P0199,4,3.75,0
2026-06-01,S003,P0200,4,8.14,0
2026-06-01,S003,P0201,6,8.32,0
2026-06-01,S003,P0204,2,1.62,0
2026-06-01,S003,P0215,3,4.63,0
2026-06-01,S003,P0218,4,2.23,0
2026-06-01,S003,P0220,2,5.33,0
2026-06-01,S003,P0225,2,4.2,1
2026-06-01,S003,P0226,8,2.35,0
2026-06-01,S003,P0229,4,5.06,0
2026-06-01,S003,P0232,10,2.37,1
2026-06-01,S003,P0237,2,3.71,0
2026-06-01,S003,P0238,2,2.85,0
2026-06-01,S003,P0247,3,16.51,0
2026-06-01,S003,P0251,2,9.05,1
2026-06-01,S003,P0257,2,12.19,0
2026-06-01,S003,P0258,1,6.13,0
2026-06-01,S003,P0262,1,9.99,0
2026-06-01,S003,P0263,1,8.27,0
2026-06-01,S003,P0270,3,14.45,0
2026-06-01,S003,P0279,5,9.11,0
2026-06-01,S003,P0284,2,24.76,0
2026-06-01,S003,P0285,1,13.91,0
2026-06-01,S003,P0288,1,10.28,0
2026-06-01,S004,P0001,11,9.72,0
2026-06-01,S004,P0002,8,3.65,0
2026-06-01,S004,P0004,7,14.88,0
2026-06-01,S004,P0005,6,6.57,0
2026-06-01,S004,P0006,5,6.19,0
2026-06-01,S004,P0014,6,3.32,0
2026-06-01,S004,P0016,6,1.09,0
2026-06-01,S004,P0025,5,9.16,0
2026-06-01,S004,P0030,5,13.68,0
2026-06-01,S004,P0035,2,10.31,0
2026-06-01,S004,P0039,5,7.88,0
2026-06-01,S004,P0042,6,12.71,0
2026-06-01,S004,P0043,6,3.19,0
2026-06-01,S004,P0046,3,22.01,0
2026-06-01,S004,P0052,4,15.91,0
2026-06-01,S004,P0053,6,3.18,0
2026-06-01,S004,P0063,8,5.09,0
2026-06-01,S004,P0065,9,11.9,1
2026-06-01,S004,P0070,2,1.85,0
2026-06-01,S004,P0071,8,15.4,0
2026-06-01,S004,P0074,5,15.0,0
2026-06-01,S004,P0080,8,8.77,1
2026-06-01,S004,P0084,14,10.67,0
2026-06-01,S004,P0085,6,11.82,0
2026-06-01,S004,P0087,7,1.21,0
2026-06-01,S004,P0089,11,19.27,0
2026-06-01,S004,P0091,10,1.79,0
2026-06-01,S004,P0097,11,0.83,0
2026-06-01,S004,P0099,6,2.74,0
2026-06-01,S004,P0103,11,7.73,0
2026-06-01,S004,P0104,3,7.86,0
2026-06-01,S004,P0105,7,1.8,0
2026-06-01,S004,P0113,7,8.34,0
2026-06-01,S004,P0116,4,9.63,0
2026-06-01,S004,P0126,9,8.45,0
2026-06-01,S004,P0133,6,0.6,0
2026-06-01,S004,P0137,7,1.71,0
2026-06-01,S004,P0138,7,5.58,0
2026-06-01,S004,P0140,11,2.89,0
2026-06-01,S004,P0150,5,9.85,0
2026-06-01,S004,P0157,2,9.83,0
2026-06-01,S004,P0159,7,9.11,0
2026-06-01,S004,P0163,5,4.27,0
2026-06-01,S004,P0166,7,4.83,0
2026-06-01,S004,P0168,4,2.2,0
2026-06-01,S004,P0169,3,5.36,0
2026-06-01,S004,P0173,10,4.95,0
2026-06-01,S004,P0179,1,2.39,0
2026-06-01,S004,P0180,6,3.46,0
2026-06-01,S004,P0187,3,1.77,0
2026-06-01,S004,P0188,7,6.44,0
2026-06-01,S004,P0189,5,7.99,0
2026-06-01,S004,P0191,1,2.86,0
2026-06-01,S004,P0193,1,4.23,0
2026-06-01,S004,P0196,4,3.47,0
2026-06-01,S004,P0197,1,10.83,0
2026-06-01,S004,P0200,1,8.14,0
2026-06-01,S004,P0205,2,6.57,0
2026-06-01,S004,P0220,2,5.33,0
2026-06-01,S004,P0231,1,3.4,0
2026-06-01,S004,P0232,1,2.37,1
2026-06-01,S004,P0235,5,4.58,0
2026-06-01,S004,P0236,5,5.76,0
2026-06-01,S004,P0239,1,3.79,0
2026-06-01,S004,P0246,3,10.36,0
2026-06-01,S004,P0251,3,9.05,1
2026-06-01,S004,P0253,2,6.35,0
2026-06-01,S004,P0256,6,14.17,0
2026-06-01,S004,P0275,1,11.68,0
2026-06-01,S004,P0279,1,9.11,0
2026-06-01,S004,P0289,2,17.02,0
2026-06-01,S004,P0297,6,16.66,1
2026-06-01,S004,P0298,2,22.1,0
2026-06-01,S005,P0001,2,9.72,0
2026-06-01,S005,P0003,3,10.01,0
2026-06-01,S005,P0007,7,2.58,1
2026-06-01,S005,P0013,4,17.44,0
2026-06-01,S005,P0031,1,14.79,0
2026-06-01,S005,P0033,3,18.66,0
2026-06-01,S005,P0041,4,15.76,0
2026-06-01,S005,P0042,2,12.71,0
2026-06-01,S005,P0043,2,3.19,0
2026-06-01,S005,P0050,2,1.08,0
2026-06-01,S005,P0055,3,15.39,0
2026-06-01,S005,P0060,6,17.9,0
2026-06-01,S005,P0069,3,9.64,0
2026-06-01,S005,P0070,2,1.85,0
2026-06-01,S005,P0072,9,6.98,0
2026-06-01,S005,P0076,9,16.86,0
2026-06-01,S005,P0080,4,8.77,1
2026-06-01,S005,P0086,5,18.47,0
2026-06-01,S005,P0090,6,19.3,0
2026-06-01,S005,P0091,11,1.79,0
2026-06-01,S005,P0101,12,6.7,0
2026-06-01,S005,P0103,7,7.73,0
2026-06-01,S005,P0104,6,7.86,0
2026-06-01,S005,P0105,1,1.8,0
2026-06-01,S005,P0108,7,4.81,0
2026-06-01,S005,P0109,5,7.69,0
2026-06-01,S005,P0113,6,8.34,0
2026-06-01,S005,P0114,8,8.71,0
2026-06-01,S005,P0115,5,1.95,1
2026-06-01,S005,P0116,5,9.63,0
2026-06-01,S005,P0125,6,6.89,0
2026-06-01,S005,P0132,6,4.44,0
2026-06-01,S005,P0134,7,8.16,0
2026-06-01,S005,P0138,5,5.58,0
2026-06-01,S005,P0140,5,2.89,0
2026-06-01,S005,P0142,7,7.38,0
2026-06-01,S005,P0150,5,9.85,0
2026-06-01,S005,P0154,1,4.0,0
2026-06-01,S005,P0155,5,8.64,0
2026-06-01,S005,P0157,7,9.83,0
2026-06-01,S005,P0161,3,5.88,1
2026-06-01,S005,P0166,3,4.83,0
2026-06-01,S005,P0167,2,4.13,0
2026-06-01,S005,P0169,2,5.36,0
2026-06-01,S005,P0171,5,2.11,0
2026-06-01,S005,P0172,6,1.26,0
2026-06-01,S005,P0173,3,4.95,0
2026-06-01,S005,P0175,4,9.08,0
2026-06-01,S005,P0177,4,6.95,1
2026-06-01,S005,P0180,2,3.46,0
2026-06-01,S005,P0181,2,5.08,0
2026-06-01,S005,P0185,2,5.7,0
2026-06-01,S005,P0187,6,1.77,0
2026-06-01,S005,P0200,2,8.14,0
2026-06-01,S005,P0201,5,8.32,0
2026-06-01,S005,P0204,2,1.62,0
2026-06-01,S005,P0207,1,8.64,0
2026-06-01,S005,P0208,4,6.68,0
2026-06-01,S005,P0210,4,9.14,0
2026-06-01,S005,P0212,2,4.91,0
2026-06-01,S005,P0222,2,2.37,0
2026-06-01,S005,P0228,1,3.52,0
2026-06-01,S005,P0241,1,9.81,0
2026-06-01,S005,P0243,1,12.06,0
2026-06-01,S005,P0245,1,4.99,0
2026-06-01,S005,P0251,1,9.05,1
2026-06-01,S005,P0259,2,7.8,0
2026-06-01,S005,P0261,2,9.28,0
2026-06-01,S005,P0269,3,4.94,0
2026-06-01,S005,P0271,1,4.02,1
2026-06-01,S005,P0275,1,11.68,0
2026-06-01,S005,P0277,1,16.01,0
2026-06-01,S005,P0294,3,17.64,0
2026-06-01,S006,P0003,11,10.01,0
2026-06-01,S006,P0004,11,14.88,0
2026-06-01,S006,P0011,22,6.59,1
2026-06-01,S006,P0012,6,18.62,0
2026-06-01,S006,P0014,14,3.32,0
2026-06-01,S006,P0017,17,15.55,0
2026-06-01,S006,P0020,3,7.79,0
2026-06-01,S006,P0022,16,17.21,0
2026-06-01,S006,P0025,7,9.16,0
2026-06-01,S006,P0031,13,14.79,0
2026-06-01,S006,P0032,12,18.46,0
2026-06-01,S006,P0033,6,18.66,0
2026-06-01,S006,P0041,11,15.76,0
2026-06-01,S006,P0043,10,3.19,0
2026-06-01,S006,P0047,5,21.0,0
2026-06-01,S006,P0050,13,1.08,0
2026-06-01,S006,P0051,8,17.53,0
2026-06-01,S006,P0053,7,3.18,0
2026-06-01,S006,P0056,8,10.41,1
2026-06-01,S006,P0057,9,2.44,0
2026-06-01,S006,P0060,6,17.9,0
2026-06-01,S006,P0062,9,10.09,0
2026-06-01,S006,P0068,11,11.35,0
2026-06-01,S006,P0072,24,6.98,0
2026-06-01,S006,P0076,10,16.86,0
2026-06-01,S006,P0077,7,3.73,0
2026-06-01,S006,P0078,6,13.87,0
2026-06-01,S006,P0079,6,16.61,0
2026-06-01,S006,P0080,9,8.77,1
2026-06-01,S006,P0083,3,18.87,0
2026-06-01,S006,P0086,14,18.47,0
2026-06-01,S006,P0088,9,13.37,0
2026-06-01,S006,P0091,19,1.79,0
2026-06-01,S006,P0094,16,8.5,0
2026-06-01,S006,P0097,12,0.83,0
2026-06-01,S006,P0103,13,7.73,0
2026-06-01,S006,P0105,16,1.8,0
2026-06-01,S006,P0106,11,6.37,0
2026-06-01,S006,P0108,15,4.81,0
2026-06-01,S006,P0109,11,7.69,0
2026-06-01,S006,P0116,13,9.63,0
2026-06-01,S006,P0117,13,1.43,0
2026-06-01,S006,P0122,19,3.17,0
2026-06-01,S006,P0123,11,3.3,0
2026-06-01,S006,P0125,12,6.89,0
2026-06-01,S006,P0132,19,4.44,0
2026-06-01,S006,P0133,19,0.6,0
2026-06-01,S006,P0140,17,2.89,0
2026-06-01,S006,P0142,7,7.38,0
2026-06-01,S006,P0143,10,8.75,0
2026-06-01,S006,P0148,33,6.43,0
2026-06-01,S006,P0154,16,4.0,0
2026-06-01,S006,P0155,7,8.64,0
2026-06-01,S006,P0157,7,9.83,0
2026-06-01,S006,P0164,10,2.37,0
2026-06-01,S006,P0170,9,1.93,0
2026-06-01,S006,P0171,6,2.11,0
2026-06-01,S006,P0175,9,9.08,0
2026-06-01,S006,P0178,5,8.96,0
2026-06-01,S006,P0182,8,6.1,0
2026-06-01,S006,P0188,5,6.44,0
2026-06-01,S006,P0200,10,8.14,0
2026-06-01,S006,P0205,15,6.57,0
2026-06-01,S006,P0225,1,4.2,1
2026-06-01,S006,P0230,3,2.11,0
2026-06-01,S006,P0236,6,5.76,0
2026-06-01,S006,P0238,5,2.85,0
2026-06-01,S006,P0242,6,12.61,1
2026-06-01,S006,P0245,2,4.99,0
2026-06-01,S006,P0253,1,6.35,0
2026-06-01,S006,P0255,5,10.74,1
2026-06-01,S006,P0258,1,6.13,0
2026-06-01,S006,P0261,2,9.28,0
2026-06-01,S006,P0262,3,9.99,0
2026-06-01,S006,P0264,5,14.17,0
2026-06-01,S006,P0278,2,14.65,0
2026-06-01,S006,P0280,2,16.48,0
2026-06-01,S006,P0295,2,16.08,1
2026-06-01,S006,P0296,1,27.73,0
2026-06-01,S006,P0298,3,22.1,0
2026-06-01,S007,P0001,9,9.72,0
2026-06-01,S007,P0003,5,10.01,0
2026-06-01,S007,P0006,4,6.19,0
2026-06-01,S007,P0007,5,2.58,1
2026-06-01,S007,P0010,11,4.95,0
2026-06-01,S007,P0011,11,6.59,1
2026-06-01,S007,P0013,6,17.44,0
2026-06-01,S007,P0021,4,18.2,0
2026-06-01,S007,P0022,11,17.21,0
2026-06-01,S007,P0028,12,9.77,0
2026-06-01,S007,P0029,9,12.8,0
2026-06-01,S007,P0032,5,18.46,0
2026-06-01,S007,P0045,11,4.84,1
2026-06-01,S007,P0048,9,19.04,0
2026-06-01,S007,P0058,5,18.65,0
2026-06-01,S007,P0070,2,1.85,0
2026-06-01,S007,P0071,8,15.4,0
2026-06-01,S007,P0074,7,15.0,0
2026-06-01,S007,P0085,5,11.82,0
2026-06-01,S007,P0087,7,1.21,0
2026-06-01,S007,P0091,7,1.79,0
2026-06-01,S007,P0093,5,8.02,0
2026-06-01,S007,P0099,16,2.74,0
2026-06-01,S007,P0109,17,7.69,0
2026-06-01,S007,P0112,6,3.59,0
2026-06-01,S007,P0116,5,9.63,0
2026-06-01,S007,P0118,9,5.15,0
2026-06-01,S007,P0124,16,2.5,0
2026-06-01,S007,P0125,9,6.89,0
2026-06-01,S007,P0127,18,6.0,0
2026-06-01,S007,P0135,6,1.86,0
2026-06-01,S007,P0136,7,9.45,0
2026-06-01,S007,P0138,11,5.58,0
2026-06-01,S007,P0145,14,2.29,0
2026-06-01,S007,P0154,6,4.0,0
2026-06-01,S007,P0157,6,9.83,0
2026-06-01,S007,P0160,4,2.39,0
2026-06-01,S007,P0161,5,5.88,1
2026-06-01,S007,P0162,4,2.56,0
2026-06-01,S007,P0165,4,3.17,0
2026-06-01,S007,P0169,2,5.36,0
2026-06-01,S007,P0174,3,10.68,0
2026-06-01,S007,P0176,1,7.8,0
2026-06-01,S007,P0183,2,7.79,0
2026-06-01,S007,P0185,7,5.7,0
2026-06-01,S007,P0187,5,1.77,0
2026-06-01,S007,P0191,3,2.86,0
2026-06-01,S007,P0195,3,3.95,0
2026-06-01,S007,P0201,3,8.32,0
2026-06-01,S007,P0202,7,1.99,0
2026-06-01,S007,P0203,1,4.98,0
2026-06-01,S007,P0204,3,1.62,0
2026-06-01,S007,P0206,5,3.93,1
2026-06-01,S007,P0207,7,8.64,0
2026-06-01,S007,P0210,5,9.14,0
2026-06-01,S007,P0215,2,4.63,0
2026-06-01,S007,P0216,1,1.54,0
2026-06-01,S007,P0217,4,2.95,0
2026-06-01,S007,P0227,4,1.78,0
2026-06-01,S007,P0229,2,5.06,0
2026-06-01,S007,P0233,5,3.8,0
2026-06-01,S007,P0242,1,12.61,1
2026-06-01,S007,P0244,2,7.76,0
2026-06-01,S007,P0246,2,10.36,0
2026-06-01,S007,P0247,1,16.51,0
2026-06-01,S007,P0250,1,4.63,0
2026-06-01,S007,P0254,2,15.68,0
2026-06-01,S007,P0266,1,4.59,0
2026-06-01,S007,P0268,2,4.52,0
2026-06-01,S007,P0271,4,4.02,1
2026-06-01,S007,P0275,1,11.68,0
2026-06-01,S007,P0278,1,14.65,0
2026-06-01,S007,P0292,2,9.12,0
2026-06-01,S007,P0293,1,17.41,0
2026-06-01,S007,P0294,1,17.64,0
2026-06-01,S007,P0296,2,27.73,0
2026-06-01,S007,P0297,1,16.66,1
2026-06-01,S007,P0299,2,20.63,0
2026-06-01,S007,P0300,2,25.78,0
2026-06-01,S008,P0002,4,3.65,0
2026-06-01,S008,P0005,6,6.57,0
2026-06-01,S008,P0006,4,6.19,0
2026-06-01,S008,P0014,7,3.32,0
2026-06-01,S008,P0016,3,1.09,0
2026-06-01,S008,P0020,4,7.79,0
2026-06-01,S008,P0025,8,9.16,0
2026-06-01,S008,P0031,2,14.79,0
2026-06-01,S008,P0032,3,18.46,0
2026-06-01,S008,P0039,5,7.88,0
2026-06-01,S008,P0043,4,3.19,0
2026-06-01,S008,P0050,2,1.08,0
2026-06-01,S008,P0052,2,15.91,0
2026-06-01,S008,P0053,3,3.18,0
2026-06-01,S008,P0059,2,5.77,0
2026-06-01,S008,P0068,2,11.35,0
2026-06-01,S008,P0071,3,15.4,0
2026-06-01,S008,P0074,2,15.0,0
2026-06-01,S008,P0077,4,3.73,0
2026-06-01,S008,P0084,5,10.67,0
2026-06-01,S008,P0086,3,18.47,0
2026-06-01,S008,P0091,4,1.79,0
2026-06-01,S008,P0095,2,4.52,0
2026-06-01,S008,P0097,4,0.83,0
2026-06-01,S008,P0100,1,5.55,0
2026-06-01,S008,P0107,7,3.12,0
2026-06-01,S008,P0109,5,7.69,0
2026-06-01,S008,P0110,4,2.65,0
2026-06-01,S008,P0113,4,8.34,0
2026-06-01,S008,P0124,7,2.5,0
2026-06-01,S008,P0127,8,6.0,0
2026-06-01,S008,P0130,3,4.98,0
2026-06-01,S008,P0136,5,9.45,0
2026-06-01,S008,P0137,10,1.71,0
2026-06-01,S008,P0140,2,2.89,0
2026-06-01,S008,P0141,5,4.39,0
2026-06-01,S008,P0149,4,1.15,0
2026-06-01,S008,P0152,6,6.94,0
2026-06-01,S008,P0154,3,4.0,0
2026-06-01,S008,P0157,1,9.83,0
2026-06-01,S008,P0167,1,4.13,0
2026-06-01,S008,P0169,1,5.36,0
2026-06-01,S008,P0179,5,2.39,0
2026-06-01,S008,P0181,5,5.08,0
2026-06-01,S008,P0193,6,4.23,0
2026-06-01,S008,P0196,8,3.47,0
2026-06-01,S008,P0198,4,5.21,0
2026-06-01,S008,P0199,3,3.75,0
2026-06-01,S008,P0202,5,1.99,0
2026-06-01,S008,P0210,5,9.14,0
2026-06-01,S008,P0214,1,1.5,0
2026-06-01,S008,P0216,2,1.54,0
2026-06-01,S008,P0226,9,2.35,0
2026-06-01,S008,P0228,1,3.52,0
2026-06-01,S008,P0231,2,3.4,0
2026-06-01,S008,P0234,5,1.62,0
2026-06-01,S008,P0237,2,3.71,0
2026-06-01,S008,P0243,1,12.06,0
2026-06-01,S008,P0253,1,6.35,0
2026-06-01,S008,P0257,1,12.19,0
2026-06-01,S008,P0264,3,14.17,0
2026-06-01,S008,P0274,1,15.34,0
2026-06-01,S008,P0280,1,16.48,0
2026-06-01,S008,P0282,1,16.02,0
2026-06-01,S008,P0283,2,10.83,0
2026-06-01,S008,P0285,1,13.91,0
2026-06-01,S008,P0290,1,25.44,0
2026-06-01,S009,P0004,10,14.88,0
2026-06-01,S009,P0006,17,6.19,0
2026-06-01,S009,P0007,10,2.58,1
2026-06-01,S009,P0009,11,1.22,0
2026-06-01,S009,P0010,4,4.95,0
2026-06-01,S009,P0012,13,18.62,0
2026-06-01,S009,P0022,9,17.21,0
2026-06-01,S009,P0024,5,10.16,0
2026-06-01,S009,P0030,5,13.68,0
2026-06-01,S009,P0033,11,18.66,0
2026-06-01,S009,P0035,6,10.31,0
2026-06-01,S009,P0036,6,12.61,0
2026-06-01,S009,P0039,3,7.88,0
2026-06-01,S009,P0041,9,15.76,0
2026-06-01,S009,P0049,8,5.3,0
2026-06-01,S009,P0050,9,1.08,0
2026-06-01,S009,P0053,5,3.18,0
2026-06-01,S009,P0058,5,18.65,0
2026-06-01,S009,P0064,10,9.23,0
2026-06-01,S009,P0065,11,11.9,1
2026-06-01,S009,P0067,15,11.21,0
2026-06-01,S009,P0070,10,1.85,0
2026-06-01,S009,P0076,6,16.86,0
2026-06-01,S009,P0081,8,15.31,0
2026-06-01,S009,P0083,7,18.87,0
2026-06-01,S009,P0088,8,13.37,0
2026-06-01,S009,P0097,11,0.83,0
2026-06-01,S009,P0099,12,2.74,0
2026-06-01,S009,P0106,6,6.37,0
2026-06-01,S009,P0111,14,5.57,0
2026-06-01,S009,P0117,8,1.43,0
2026-06-01,S009,P0118,8,5.15,0
2026-06-01,S009,P0119,6,4.32,0
2026-06-01,S009,P0124,10,2.5,0
2026-06-01,S009,P0131,17,3.84,0
2026-06-01,S009,P0137,10,1.71,0
2026-06-01,S009,P0141,13,4.39,0
2026-06-01,S009,P0142,8,7.38,0
2026-06-01,S009,P0152,6,6.94,0
2026-06-01,S009,P0153,11,4.42,0
2026-06-01,S009,P0154,5,4.0,0
2026-06-01,S009,P0155,3,8.64,0
